AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
,,,,Perkins R.(55602471100),,,,,
,,,,Fancourt D.(55911947100),,,,,
,,,,Rampling D.(6602875803),,,,,
,,,,Montano X.(6701526070),,,,,
,,,,Gillett C.(7003742162),,,,,
,,,,Chagtai T.(14051409900),,,,,
,,,,Anderson J.(55731054400),,,,,
,,,,Youssef G.(55748108400),,,,,
,,,,Virasami A.(56387646400),,,,,
,,,,Barton J.(57190071797),,,,,
,,,,Edwards D.(57200993348),,,,,
,,,,Mechelli R.(6506887447),,,,,
,,,,Forte E.(6701489992),,,,,
,,,,Giuffrè A.(7003270357),,,,,
,,,,Chessa L.(7003945319),,,,,
,,,,Arese M.(7004105671),,,,,
,,,,Sarti P.(7006092915),,,,,
,,,,Coarelli G.(36019855300),,,,,
,,,,Magnifico M.(37034455500),,,,,
,,,,Salvetti M.(55260565100),,,,,
,,,,Falabella M.(55983558700),,,,,
,,,,Buscarinu M.(55989306500),,,,,
,,,,Radić K.(57095990800),,,,,
,,,,Santini P.(57211464673),,,,,
,,,,Jabs B.(6602824325),,,,,
,,,,Smolka M.(7003876844),,,,,
,,,,Huys Q.(14056255700),,,,,
,,,,Schad D.(24773657200),,,,,
,,,,Zimmermann U.(35313260200),,,,,
,,,,Pooseh S.(37015707400),,,,,
,,,,Jünger E.(55697889500),,,,,
,,,,Garbusow M.(55885191500),,,,,
,,,,Sommer C.(56417251500),,,,,
,,,,Bernhardt N.(56578368400),,,,,
,,,,Glöckler T.(57195274361),,,,,
,,,,Birkenstock J.(57195278400),,,,,
,,,,Smyth H.(13410539800),,,,,
,,,,Lecoeuvre L.(56067104600),,,,,
,,,,Callery P.(7006332744),,,,,
,,,,Hall A.(12770488900),,,,,
,,,,Pryce H.(14054655200),,,,,
,,,,Bruce I.A.(36879448200),,,,,
,,,,Du X.G.(36243125500),,,,,
,,,,Huang H.Z.(55744665000),,,,,
,,,,Chen X.M.(56086619100),,,,,
,,,,Gui H.B.(56366275600),,,,,
,,,,Tan L.T.(56673367800),,,,,
,,,,Wan J.M.(56673418200),,,,,
,,,,Zhao L.(57199018951),,,,,
,,,,Ruan X.Z.(57203413669),,,,,
,,,,Hua W.(57203684634),,,,,
,,,,Johnson S.(7406331158),,,,,
,,,,Cragg L.(9632500500),,,,,
,,,,Gilmore C.(16425477400),,,,,
,,,,Clayton S.(55766183400),,,,,
,,,,Simms V.(56383681300),,,,,
,,,,Howard R.(7403674211),,,,,
,,,,Mcculloch R.(14060455300),,,,,
,,,,Laddie J.(56342458600),,,,,
,,,,Rees H.(56879849400),,,,,
,,,,Illing R.(15754175900),,,,,
,,,,Egashira Y.(25723136700),,,,,
,,,,Singh S.(57183312200),,,,,
,,,,Newsome D.(7005545489),,,,,
,,,,Coppens M.(54790515100),,,,,
,,,,Law D.(12774112700),,,,,
,,,,Holley S.(35750031500),,,,,
,,,,Jacob J.(56612861900),,,,,
,,,,Mawdsley D.(6602589522),,,,,
,,,,Turner R.M.(7404556631),,,,,
,,,,Jones H.E.(55331410900),,,,,
,,,,Higgins J.P.T.(55616553600),,,,,
,,,,Rhodes K.M.(56354767100),,,,,
,,,,Savović J.(57203657798),,,,,
,,,,Stone N.(7202511172),,,,,
,,,,Gardner B.(56900691700),,,,,
,,,,Goulder P.(7003741802),,,,,
,,,,Otto T.D.(7103379081),,,,,
,,,,Ong S.H.(16064195300),,,,,
,,,,Gall A.(25122255900),,,,,
,,,,Hunt M.(50061142000),,,,,
,,,,Brener J.(56190153800),,,,,
,,,,Keane J.A.(56388340500),,,,,
,,,,Kellam P.(56839023100),,,,,
,,,,Van Linthout S.(6602562561),,,,,
,,,,Most P.(6602896921),,,,,
,,,,Tschöpe C.(7003819329),,,,,
,,,,Lassner D.(24450730500),,,,,
,,,,Kühl U.(26643567500),,,,,
,,,,Rohde D.(35096565200),,,,,
,,,,Vogl T.(35444602000),,,,,
,,,,Pieske B.(35499467500),,,,,
,,,,Miteva K.(36561989600),,,,,
,,,,Pappritz K.(55316931600),,,,,
,,,,Müller I.(56425199200),,,,,
,,,,Savvatis K.(57207905698),,,,,
,,,,Pressler R.M.(6602252366),,,,,
,,,,Boylan G.B.(6602292136),,,,,
,,,,Rennie J.(7102446358),,,,,
,,,,Temko A.(12143283200),,,,,
,,,,Livingstone V.(24067510000),,,,,
,,,,Low E.(26663546300),,,,,
,,,,Mathieson S.(54906442400),,,,,
,,,,Eley T.C.(7003787769),,,,,
,,,,Breen G.(15742166000),,,,,
,,,,Purves K.L.(57194709423),,,,,
,,,,Cheesman R.(57199271963),,,,,
,,,,Rijsdij k F.(57204609318),,,,,
,,,,Nikolayevskyy V.(14630863800),,,,,
,,,,Harris R.J.(15073716700),,,,,
,,,,Kranzer K.(23008694200),,,,,
,,,,Tsuchiya N.(26424061900),,,,,
,,,,Stagg H.R.(55201612700),,,,,
,,,,Zhao H.(55715879100),,,,,
,,,,Kim J.(56563350500),,,,,
,,,,Hatherell H.A.(57189702305),,,,,
,,,,Obach D.(57190298330),,,,,
,,,,Lipman M.C.(57195311478),,,,,
,,,,Mejía S.(55612151000),,,,,
,,,,Liao J.(55991650500),,,,,
,,,,Allen R.(7404224559),,,,,
,,,,Jenkins A.(14007540200),,,,,
,,,,Green F.(35467454700),,,,,
,,,,Scaffardi M.(6602694825),,,,,
,,,,Bogoni A.(7004301749),,,,,
,,,,Sgambelluri A.(55811273900),,,,,
,,,,Vercesi V.(57197753294),,,,,
,,,,Willshaw D.J.(7004244614),,,,,
,,,,Morris R.G.M.(7404059483),,,,,
,,,,Berrington J.E.(6507298653),,,,,
,,,,Kadambari S.(6507686702),,,,,
,,,,Embleton N.D.(6603170617),,,,,
,,,,Davis A.(7404296836),,,,,
,,,,Gray J.(7404301243),,,,,
,,,,Atkinson C.(13004773600),,,,,
,,,,Luck S.(16245621900),,,,,
,,,,Williams E.J.(26322069800),,,,,
,,,,Clark J.E.(55984774600),,,,,
,,,,Griffiths P.(57203312734),,,,,
,,,,Faccenda E.(6507010871),,,,,
,,,,Pawson A.J.(6602157478),,,,,
,,,,Marrion N.(7003995580),,,,,
,,,,Southan C.(7004000701),,,,,
,,,,Fabbro D.(7006688468),,,,,
,,,,Peters J.A.(7404190088),,,,,
,,,,Davies J.A.(7404983017),,,,,
,,,,Alexander S.P.(10539802900),,,,,
,,,,Kelly E.(16151065100),,,,,
,,,,Sharman J.L.(18038776000),,,,,
,,,,Benson H.E.(55372086400),,,,,
,,,,Collaborators C.(57003676300),,,,,
,,,,Palmen J.(6603042871),,,,,
,,,,Taylor A.(35616387200),,,,,
,,,,Leigh S.(36765500200),,,,,
,,,,Badmus E.(55675493400),,,,,
,,,,Khamis A.(56404342000),,,,,
,,,,Lench N.(57193306822),,,,,
,,,,Bombardieri M.(6505965080),,,,,
,,,,Gendi N.(6602878580),,,,,
,,,,Lendrem D.W.(6603284427),,,,,
,,,,Young-Min S.(6603302753),,,,,
,,,,Lanyon P.(6701508481),,,,,
,,,,Coady D.(7003333337),,,,,
,,,,Akil M.(7004665339),,,,,
,,,,Sutcliffe N.(7004845341),,,,,
,,,,Pease C.(7006298653),,,,,
,,,,Moots R.(7006456102),,,,,
,,,,McLaren J.(7101863777),,,,,
,,,,Regan M.(7103031914),,,,,
,,,,Emery P.(7201777137),,,,,
,,,,Price E.J.(7203006439),,,,,
,,,,Cooper A.(7401832783),,,,,
,,,,Andrews J.(7403360588),,,,,
,,,,Mitchell S.(16310253700),,,,,
,,,,Bowman S.(16945806100),,,,,
,,,,Miyamoto S.(24780035400),,,,,
,,,,Ng W.F.(35322750400),,,,,
,,,,McMeekin P.(37038104800),,,,,
,,,,Vadivelu S.(55204579200),,,,,
,,,,Hackett K.L.(55204681700),,,,,
,,,,Tarn J.(55752023500),,,,,
,,,,Hunter J.(55757782078),,,,,
,,,,Hargreaves B.(56661883100),,,,,
,,,,Gupta M.(57112920800),,,,,
,,,,Dasgupta B.(57169777500),,,,,
,,,,Davies K.(57202501055),,,,,
,,,,Pitzalis C.(57203081188),,,,,
,,,,McHugh N.(57203667036),,,,,
,,,,Bragg R.(57208533993),,,,,
,,,,Giles I.(57216022963),,,,,
,,,,Baggish A.L.(6507930191),,,,,
,,,,Shave R.E.(6701571037),,,,,
,,,,Hutter A.(7005079847),,,,,
,,,,Picard M.H.(7102047714),,,,,
,,,,Lewis G.D.(8941220800),,,,,
,,,,Wasfy M.M.(54884143200),,,,,
,,,,Otto J.M.(56427610200),,,,,
,,,,Contursi M.(56578291100),,,,,
,,,,Drane A.(57151167100),,,,,
,,,,Brown M.G.(57200069721),,,,,
,,,,Michaud-Finch J.(57202283039),,,,,
,,,,Dazzan P.(6602196376),,,,,
,,,,Bonaccorso S.(6701566263),,,,,
,,,,Di Forti M.(10738849300),,,,,
,,,,Mondelli V.(15073211100),,,,,
,,,,Murray R.M.(35406239400),,,,,
,,,,Reis-Marques T.(54785084900),,,,,
,,,,Taylor H.(55619307929),,,,,
,,,,Chan R.(55708154200),,,,,
,,,,Ciufolini S.(56586200500),,,,,
,,,,Ponteduro M.F.(57201324717),,,,,
,,,,Stratton R.(7006263741),,,,,
,,,,Wilkinson S.(25951653100),,,,,
,,,,O'Reilly S.(55092256200),,,,,
,,,,Worrell J.(56581606400),,,,,
,,,,Horsburgh S.(56610696700),,,,,
,,,,Brown M.(57047063800),,,,,
,,,,Duffy L.(57191171882),,,,,
,,,,Henderson J.(57195726504),,,,,
,,,,Gola J.M.R.(6602753508),,,,,
,,,,Abraham M.H.(7202901240),,,,,
,,,,Ibrahim A.(7202978808),,,,,
,,,,Liu X.(8626568900),,,,,
,,,,Acree W.E.(35496753700),,,,,
,,,,Cangelosi A.(6701387796),,,,,
,,,,Cattani A.(8629334500),,,,,
,,,,Floccia C.(24376377900),,,,,
,,,,Grzyb B.(25649411600),,,,,
,,,,Feber A.(6506954566),,,,,
,,,,De Winter P.(6602698996),,,,,
,,,,Malone P.R.(7102425101),,,,,
,,,,Jameson C.(23566729200),,,,,
,,,,Nigam R.(26667018400),,,,,
,,,,Rodney S.(54794458100),,,,,
,,,,Saqib M.(56613058800),,,,,
,,,,Tan W.S.(57201942956),,,,,
,,,,Coxall H.(6507799940),,,,,
,,,,Singano J.M.(6508158221),,,,,
,,,,Petrizzo M.R.(6602398040),,,,,
,,,,Bown P.R.(6701346236),,,,,
,,,,MacLeod K.G.(7101625369),,,,,
,,,,Huber B.T.(7201416405),,,,,
,,,,Lees J.A.(7201848106),,,,,
,,,,Jiménez Berrocoso Á.(8087391200),,,,,
,,,,Wendler I.(8781048500),,,,,
,,,,Robinson S.A.(35622470200),,,,,
,,,,Falzoni F.(36982959100),,,,,
,,,,Birch H.(45061065300),,,,,
,,,,Mweneinda A.K.(49061383900),,,,,
,,,,Haynes S.J.(55266160200),,,,,
,,,,Hepburn A.(7005595530),,,,,
,,,,Potter J.(36081980800),,,,,
,,,,Bowl M.R.(6506874735),,,,,
,,,,Dawson S.J.(7202902185),,,,,
,,,,Vanhooren G.(6602506960),,,,,
,,,,Demotes-Mainard J.(6701750825),,,,,
,,,,Kollmar R.(6701860607),,,,,
,,,,Gluud C.(7004884514),,,,,
,,,,Montaner J.(7202587137),,,,,
,,,,Macleod M.R.(7202645361),,,,,
,,,,Sprigg N.(8852214500),,,,,
,,,,van der Worp H.B.(15836158900),,,,,
,,,,Cordonnier C.(18436376100),,,,,
,,,,Bathula R.(24066436400),,,,,
,,,,Staykov D.(24175125300),,,,,
,,,,Kallmünzer B.(24178373700),,,,,
,,,,Colam B.(24342695500),,,,,
,,,,Bath P.M.W.(24723490800),,,,,
,,,,Wardlaw J.M.(35417533500),,,,,
,,,,Roine R.O.(35811369200),,,,,
,,,,Jakobsen J.C.(37101731900),,,,,
,,,,Molina C.(55337415500),,,,,
,,,,Petersson J.(55539243000),,,,,
,,,,Durand-Zaleski I.(55641699500),,,,,
,,,,Michalski D.(55899070800),,,,,
,,,,Szabo I.(56156399400),,,,,
,,,,Winkel P.(56375352700),,,,,
,,,,Schwab S.(57194322437),,,,,
,,,,Krieger D.W.(57199406043),,,,,
,,,,Christensen H.(57202099623),,,,,
,,,,Lees K.R.(57202562396),,,,,
,,,,Perry R.(57207047985),,,,,
,,,,Bione S.(6602828440),,,,,
,,,,Lisa A.(6602857835),,,,,
,,,,Cremaschi P.(6701667397),,,,,
,,,,Colì C.(34881564100),,,,,
,,,,Parolo S.(55173827400),,,,,
,,,,Carriero R.(56780122300),,,,,
,,,,Astrologo S.(56780477800),,,,,
,,,,Wentzensen N.(6602386738),,,,,
,,,,Bandera E.V.(6602672613),,,,,
,,,,Rossing M.A.(7003265315),,,,,
,,,,Gayther S.A.(7003506402),,,,,
,,,,Høgdall E.(7003756888),,,,,
,,,,Massuger L.F.(7003834751),,,,,
,,,,Moysich K.(7004244859),,,,,
,,,,Goode E.L.(7004452379),,,,,
,,,,Ramus S.J.(7004611305),,,,,
,,,,Nagle C.M.(7006026484),,,,,
,,,,Chang-Claude J.(7006409966),,,,,
,,,,Schildkraut J.M.(7006812018),,,,,
,,,,Anton-Culver H.(7007039977),,,,,
,,,,Pearce C.L.(7101785766),,,,,
,,,,Whittemore A.S.(7102391407),,,,,
,,,,Ness R.B.(7102646852),,,,,
,,,,Pharoah P.(7102929844),,,,,
,,,,Berchuck A.(7102996492),,,,,
,,,,Pike M.C.(7103159684),,,,,
,,,,Webb P.M.(7202522274),,,,,
,,,,Cramer D.W.(7202751360),,,,,
,,,,Goodman M.T.(7401997536),,,,,
,,,,Jensen A.(7403021069),,,,,
,,,,Fridley B.L.(16039265400),,,,,
,,,,Gentry-Maharaj A.(16205135000),,,,,
,,,,Edwards R.P.(34770747500),,,,,
,,,,Ziogas A.(35263439400),,,,,
,,,,Jensen S.M.(36016836200),,,,,
,,,,Menon U.(55318584600),,,,,
,,,,Lee A.W.(55477275900),,,,,
,,,,Kjaer S.K.(55664209200),,,,,
,,,,Wu A.H.(56406599000),,,,,
,,,,Præstegaard C.(56426315700),,,,,
,,,,Nielsen T.S.S.(56508946700),,,,,
,,,,Terry K.L.(57016315800),,,,,
,,,,Winham S.J.(57189638853),,,,,
,,,,Modugno F.(57195388268),,,,,
,,,,Wicklund K.G.(57200747663),,,,,
,,,,Doherty J.A.(57203056959),,,,,
,,,,Risch H.A.(57203072921),,,,,
,,,,Sieh W.(57207901625),,,,,
,,,,Paddock L.(57209264876),,,,,
,,,,McGuire V.(57211993686),,,,,
,,,,Song H.(57212236161),,,,,
,,,,Rothstein J.(57217850981),,,,,
,,,,Leung K.K.(35275217400),,,,,
,,,,Cash D.M.(56410615100),,,,,
,,,,Cardoso M.J.(57204636980),,,,,
,,,,Crouzet N.(6506253274),,,,,
,,,,Lagage P.O.(6701765649),,,,,
,,,,Désert J.M.(6701916635),,,,,
,,,,Agol E.(7003429893),,,,,
,,,,Lafrenière D.(7003777941),,,,,
,,,,Doyon R.(7004341868),,,,,
,,,,Gizis J.E.(7005428354),,,,,
,,,,Mandell A.M.(7006481399),,,,,
,,,,Greene T.P.(7102115699),,,,,
,,,,Bean J.L.(7102286699),,,,,
,,,,Burrows A.(7102520274),,,,,
,,,,Tucker G.S.(7202603773),,,,,
,,,,Harrington J.(7202784101),,,,,
,,,,Birkmann S.M.(8671915700),,,,,
,,,,Angerhausen D.(8710626800),,,,,
,,,,Krick J.E.(12042241500),,,,,
,,,,Knutson H.(12445686100),,,,,
,,,,Shporer A.(14054828100),,,,,
,,,,Shkolnik E.L.(15049811600),,,,,
,,,,Madhusudhan N.(15124325100),,,,,
,,,,Line M.R.(15725353500),,,,,
,,,,Sing D.K.(15838180100),,,,,
,,,,Cowan N.B.(16309079300),,,,,
,,,,Dragomir D.(16548864400),,,,,
,,,,Lopez-Morales M.(22980040900),,,,,
,,,,de Wit J.(23670406400),,,,,
,,,,Heng K.(23989037500),,,,,
,,,,Muñoz A.G.(25927321200),,,,,
,,,,Gibson N.P.(34769688700),,,,,
,,,,Charbonneau D.(35228523700),,,,,
,,,,Stevenson K.B.(35270219700),,,,,
,,,,Todorov K.O.(35270277300),,,,,
,,,,Beichman C.(35405455000),,,,,
,,,,Valenti J.A.(35477403100),,,,,
,,,,Kataria T.(36118126800),,,,,
,,,,Lewis N.K.(36350847100),,,,,
,,,,Schlawin E.(36635155500),,,,,
,,,,Kempton E.M.R.(37000037400),,,,,
,,,,Cubillos P.E.(37080560800),,,,,
,,,,Morley C.V.(43361566800),,,,,
,,,,Kreidberg L.(53984204700),,,,,
,,,,Fraine J.(55151495100),,,,,
,,,,Rocchetto M.(55173662000),,,,,
,,,,Dalba P.A.(55337631500),,,,,
,,,,Barstow J.K.(55660948300),,,,,
,,,,Curry S.M.(55750518600),,,,,
,,,,Wakeford H.R.(55887116200),,,,,
,,,,Deming D.(56213737200),,,,,
,,,,Kilpatrick B.M.(57190218626),,,,,
,,,,Lothringer J.D.(57190218925),,,,,
,,,,Fortney J.J.(57203103268),,,,,
,,,,Ehrenreich D.(57205939599),,,,,
,,,,Kanvinde A.(9040155900),,,,,
,,,,Stillmaker K.(56505607300),,,,,
,,,,Barrett M.(12803419900),,,,,
,,,,Spataru C.(26039534700),,,,,
,,,,Sweetnam T.(56118125800),,,,,
,,,,Carter E.(57200544090),,,,,
,,,,Amary M.F.(6504346616),,,,,
,,,,Flanagan A.M.(7006896813),,,,,
,,,,Berisha F.(16066616700),,,,,
,,,,Tirabosco R.(24391733800),,,,,
,,,,Kalimuthu S.(55538748100),,,,,
,,,,Aitken S.J.(56306124300),,,,,
,,,,Dileo P.(57214907419),,,,,
,,,,Presneau N.(57221757506),,,,,
,,,,Bills P.J.(54790602700),,,,,
,,,,Panagiotopoulos A.C.(57072986300),,,,,
,,,,McMillan R.A.(57192119646),,,,,
,,,,Coupland C.(7003598940),,,,,
,,,,Morriss R.(7004056331),,,,,
,,,,Kendrick D.(7006870304),,,,,
,,,,Sleney J.(23111755700),,,,,
,,,,Kellezi B.(25931569700),,,,,
,,,,Joseph S.(34770520100),,,,,
,,,,Barnes J.(55415843900),,,,,
,,,,Hill T.(55680916900),,,,,
,,,,Beckett K.(55928549900),,,,,
,,,,Baker R.(56601036600),,,,,
,,,,Christie N.(57210406972),,,,,
,,,,Mace R.(7005945282),,,,,
,,,,Uggla C.(56329410300),,,,,
,,,,Heinz M.G.(7004584074),,,,,
,,,,Chintanpalli A.(14068506500),,,,,
,,,,Sumner C.J.(16508104900),,,,,
,,,,Smith S.S.(57204513795),,,,,
,,,,Whittington C.(7004038377),,,,,
,,,,Moore C.(7402982572),,,,,
,,,,Ramachandran N.(8833101600),,,,,
,,,,Sokolska M.(55220094000),,,,,
,,,,Latifoltojar A.(55961544100),,,,,
,,,,Johnston E.W.(56053957500),,,,,
,,,,Sidhu H.S.(57197258948),,,,,
,,,,Paik J.K.(35821146600),,,,,
,,,,Oreszczyn T.(6602850020),,,,,
,,,,Oikonomou E.(54884841500),,,,,
,,,,Fell M.(55901208400),,,,,
,,,,Bogaard H.J.(6603430249),,,,,
,,,,Van Heel D.A.(6603786839),,,,,
,,,,Danesino C.(7005076301),,,,,
,,,,Trembath R.C.(7005504048),,,,,
,,,,Upton P.D.(7005576484),,,,,
,,,,Aldred M.(7005698907),,,,,
,,,,Machado R.D.(7101977955),,,,,
,,,,Wilkins M.R.(7102324937),,,,,
,,,,Howard L.(8056207000),,,,,
,,,,Southwood M.(12805862300),,,,,
,,,,Swietlik E.M.(23971608800),,,,,
,,,,Prokopenko I.(24167365600),,,,,
,,,,Toshner M.R.(24170144100),,,,,
,,,,Condliffe R.(24328531500),,,,,
,,,,Ghofrani H.A.(35547709200),,,,,
,,,,MacKenzie Ross R.V.(38663078000),,,,,
,,,,Seeger W.(55143401900),,,,,
,,,,Olschewski H.(55256835200),,,,,
,,,,Humbert M.(55382766900),,,,,
,,,,Vonk Noordegraaf A.(55665349500),,,,,
,,,,Soranzo N.(55800239500),,,,,
,,,,Olschewski A.(55940168400),,,,,
,,,,Salmon R.M.(56411673200),,,,,
,,,,Li W.(56795941500),,,,,
,,,,Stein D.F.(57191364642),,,,,
,,,,Daugherty L.C.(57191832541),,,,,
,,,,Newnham M.(57199235217),,,,,
,,,,Hodgson J.(57201649237),,,,,
,,,,Liu B.(57203632860),,,,,
,,,,Waisfisz Q.(57204744273),,,,,
,,,,Lasa I.(7003887382),,,,,
,,,,Solano C.(7005089610),,,,,
,,,,Valle J.(7101953213),,,,,
,,,,Penadés J.R.(35248902400),,,,,
,,,,García B.(35725444100),,,,,
,,,,Martí M.(36752821200),,,,,
,,,,Villanueva M.(54788500600),,,,,
,,,,Toledo-Arana A.(56009612600),,,,,
,,,,Ruiz De Los Mozos I.(56011236900),,,,,
,,,,Rapún B.(57200560669),,,,,
,,,,Godet S.(6602943950),,,,,
,,,,Mathys P.(7003888832),,,,,
,,,,Vanhoestenberghe A.(35093291400),,,,,
,,,,Lonys L.(55043230600),,,,,
,,,,Delplancke M.P.(55939905800),,,,,
,,,,Julémont N.(56507352000),,,,,
,,,,Nonclercq A.(57218412667),,,,,
,,,,Gaisford S.(6602683597),,,,,
,,,,Buanz A.(36020023200),,,,,
,,,,Malfait F.(6507546255),,,,,
,,,,Calders P.(6602338144),,,,,
,,,,De Paepe A.(16169141200),,,,,
,,,,Rombaut L.(35178683500),,,,,
,,,,De Wandele I.(38662479200),,,,,
,,,,Beran D.(8700920100),,,,,
,,,,Yudkin J.(24728579800),,,,,
,,,,Hirsch I.(57190795766),,,,,
,,,,Thornton A.(7101606949),,,,,
,,,,Raihani N.(22954006700),,,,,
,,,,Lohrenz T.(6506984553),,,,,
,,,,Montague P.R.(7004572764),,,,,
,,,,Vilares I.(35319473000),,,,,
,,,,Hula A.(55488751900),,,,,
,,,,Noronha F.B.(7004514118),,,,,
,,,,Schwaab M.(14033105200),,,,,
,,,,Mattia D.(23991000700),,,,,
,,,,Jones M.D.(35230030600),,,,,
,,,,Pinto J.C.(35465490100),,,,,
,,,,Da Ros S.(55626470100),,,,,
,,,,Zammit S.(6603745740),,,,,
,,,,McGuire P.(7101880438),,,,,
,,,,Dutt A.(35822342800),,,,,
,,,,Drakesmith M.(54879358800),,,,,
,,,,Fonville L.(55699153700),,,,,
,,,,Reichenberg A.(55782719300),,,,,
,,,,Evans C.J.(57209593785),,,,,
,,,,Nogami J.(16198219800),,,,,
,,,,Stock T.(56094765000),,,,,
,,,,Birchall M.(7004957785),,,,,
,,,,Song W.(7401655806),,,,,
,,,,Maughan E.(24574421800),,,,,
,,,,Darbyshire A.(35733502300),,,,,
,,,,Magaz A.(57193180976),,,,,
,,,,Wu L.(57204005303),,,,,
,,,,Loizidou M.(57204294898),,,,,
,,,,Oliver N.(57205298686),,,,,
,,,,Rozo E.(6508220901),,,,,
,,,,Viana P.T.P.(7003678535),,,,,
,,,,Glazebrook K.(7006427244),,,,,
,,,,Bernstein G.M.(7102813749),,,,,
,,,,Mohr J.J.(7201701805),,,,,
,,,,Kay S.T.(7202568432),,,,,
,,,,Collins C.A.(7401740055),,,,,
,,,,Mann R.G.(7401908128),,,,,
,,,,Lewis G.F.(7402636663),,,,,
,,,,Davis T.M.(7403688803),,,,,
,,,,Jeltema T.(8588982500),,,,,
,,,,Hilton M.(8854096200),,,,,
,,,,Sahlén M.(10642144300),,,,,
,,,,Saro A.(15058096500),,,,,
,,,,Stott J.P.(15842634000),,,,,
,,,,Hoyle B.(26429461400),,,,,
,,,,Childress M.(26664300400),,,,,
,,,,Capozzi D.(35209800000),,,,,
,,,,Mayers J.(55028144100),,,,,
,,,,Rooney P.(55096037300),,,,,
,,,,Kind M.C.(55757277000),,,,,
,,,,Uddin S.(56181584800),,,,,
,,,,Wilcox H.(56513515100),,,,,
,,,,Rosell A.C.(56715356100),,,,,
,,,,Costa L.N.D.(56739944800),,,,,
,,,,Bermeo-Hernandez A.(57060425100),,,,,
,,,,Hollowood D.(57060467100),,,,,
,,,,Cervantes C.V.(57190141019),,,,,
,,,,Zhang Y.(57219320313),,,,,
,,,,Bendayan R.(55074751900),,,,,
,,,,Davis D.(55350725000),,,,,
,,,,Rawle M.J.(57200280256),,,,,
,,,,Wong A.(57205235639),,,,,
,,,,Vardanyan I.(6701478359),,,,,
,,,,Wollny H.(22137121300),,,,,
,,,,Lazaridis C.(24758919900),,,,,
,,,,Finger M.(34879578900),,,,,
,,,,Zvada M.(36242605500),,,,,
,,,,Tcholakov V.(36640826900),,,,,
,,,,Poehlsen T.(54420879900),,,,,
,,,,Chan M.(55547124872),,,,,
,,,,Kim D.H.(55574225082),,,,,
,,,,Tu Y.(55624486400),,,,,
,,,,Salva Diblen S.(56035416200),,,,,
,,,,Dos Reis Martins T.(56272295500),,,,,
,,,,Park H.(56984665700),,,,,
,,,,Korotkikh V.(57189022681),,,,,
,,,,Perrey H.(57192185890),,,,,
,,,,Lutz B.(57196844102),,,,,
,,,,Biasotto M.(57201307622),,,,,
,,,,Choi Y.K.(57201914098),,,,,
,,,,Dominguez A.(57202538563),,,,,
,,,,Gonzi S.(57202559695),,,,,
,,,,Ferretti R.(57202566085),,,,,
,,,,Sen S.(57203424161),,,,,
,,,,Choi Y.(57203664944),,,,,
,,,,Radi A.(57203665108),,,,,
,,,,Whitmore J.(57203665367),,,,,
,,,,Hewamanage S.(57203665490),,,,,
,,,,Nguyen F.(57203665997),,,,,
,,,,Donato S.(57205314782),,,,,
,,,,Grassi M.(57210455192),,,,,
,,,,D'Alessandro R.(57216996630),,,,,
,,,,Tsamalaidze Z.(57217468370),,,,,
,,,,Mao Y.(57219510997),,,,,
,,,,Rodrigues Antunes J.(57220064139),,,,,
,,,,Worm S.D.(57220513086),,,,,
,,,,Chavhan G.B.(6603208627),,,,,
,,,,Jhaveri K.(6603780085),,,,,
,,,,Babyn P.S.(7006367819),,,,,
,,,,Shelmerdine S.(55545709400),,,,,
,,,,Hassell A.(7006906739),,,,,
,,,,Dent G.(7007037373),,,,,
,,,,Hays R.(7202509928),,,,,
,,,,Bates J.(7401513106),,,,,
,,,,Hawarden A.(56520165700),,,,,
,,,,Meyts I.(6506140042),,,,,
,,,,Lindemans C.(6506489021),,,,,
,,,,Slatter M.A.(6507443729),,,,,
,,,,Ardeniz Ö.(6507584642),,,,,
,,,,Aksoylar S.(6602113525),,,,,
,,,,Recher M.(6602499065),,,,,
,,,,Heijnen I.(6602807212),,,,,
,,,,Matthes-Martin S.(6603578387),,,,,
,,,,Zdziarski P.(6701739969),,,,,
,,,,Warnatz K.(6701810147),,,,,
,,,,Gennery A.R.(7003820184),,,,,
,,,,Gaspar H.B.(7003891382),,,,,
,,,,Witte T.(7005033491),,,,,
,,,,Fielding A.(7102396522),,,,,
,,,,Peter H.H.(7202001821),,,,,
,,,,Sullivan K.E.(7402381137),,,,,
,,,,Marks R.(7402738230),,,,,
,,,,Imai K.(7403639467),,,,,
,,,,Mahlaoui N.(12769685400),,,,,
,,,,Grigoleit G.(19638432600),,,,,
,,,,Hoenig M.(20436229500),,,,,
,,,,Goldacker S.(23392828900),,,,,
,,,,Wehr C.(23394345400),,,,,
,,,,Holbro A.(23974256800),,,,,
,,,,Arkwright P.D.(25940931500),,,,,
,,,,Kamae C.(25951440400),,,,,
,,,,Einsele H.(26643371100),,,,,
,,,,Grimbacher B.(26643476400),,,,,
,,,,Baumann U.(35241950100),,,,,
,,,,Schulz A.(35393534600),,,,,
,,,,Van Montfrans J.(36785553300),,,,,
,,,,Regairaz L.(37093883300),,,,,
,,,,Finke J.(55636592100),,,,,
,,,,Rizzi M.(55760227400),,,,,
,,,,Gruhn B.(55980934800),,,,,
,,,,Meyer D.(56479855500),,,,,
